program_code,program_name,code,primaryname,strength,description
ESS_MEDS,VIA ESSENTIAL,08N03Z,Ivermectina; 3mg; Comprimidos,3mg,Ivermectina
ESS_MEDS,VIA ESSENTIAL,16A06,"Flumetasona+Clioquinol; 0,02% + 1%; Gotas auriculares","0,02% + 1%",Flumetasona+Clioquinol
ESS_MEDS,VIA ESSENTIAL,17B03,Fenilefrina; 10%; Colírio,10%,Fenilefrina
ESS_MEDS,VIA ESSENTIAL,06A0ZZ,Sal ferroso; 30mg/5mL; Xarope,30mg/5mL,Sal ferroso
ESS_MEDS,VIA ESSENTIAL,08A02Z,Fenoximetilpenicilina  125mg/5mL Susp,125mg/5mL,Fenoximetilpenicilina
ESS_MEDS,VIA ESSENTIAL,08A0WZ,Ticarcilina Sódica; 50mg/mL; Injectável,50mg/mL,Ticarcilina SÑdica
ESS_MEDS,VIA ESSENTIAL,04B04,Misoprostol; 200mcg ou µg; Comprimidos,200mcg ou μg,Misoprostol
ESS_MEDS,VIA ESSENTIAL,11A0XX,Agua para Injectaveis ; 10ml; Injectável,10ml,Agua para Injectaveis
ESS_MEDS,VIA ESSENTIAL,08L02,Etambutol; 400mg; Comprimidos,400mg,Etambutol
ESS_MEDS,VIA ESSENTIAL,08A06,Penicilina procaina; 3 000 000UI; Injectável Ampola,3 000 000UI,Penicilina procaina
ESS_MEDS,VIA ESSENTIAL,05A04,Beclometasona; 200mcg/inalacao; Aerosol,200mcg/inalacao,Beclometasona
ESS_MEDS,VIA ESSENTIAL,09E04,Carboplatina; 150mg/15mL; Injectável,150mg/15mL,Carboplatina
ESS_MEDS,VIA ESSENTIAL,07F04,Levodopa+Benzerazida; 200mg + 50mg; Comprimidos,200mg + 50mg,Levodopa+Benzerazida
ESS_MEDS,VIA ESSENTIAL,08O07,Artesunato; 100mg; Comprimidos,100mg,Artesunato
ESS_MEDS,VIA ESSENTIAL,17A04Z,Pilocarpina; 1%; Colírio,1%,Pilocarpina
ESS_MEDS,VIA ESSENTIAL,23D03Z,Ligadura De Cambraia ; 20cm X 20m; Rolo,20cm X 20m,Ligadura De Cambraia
ESS_MEDS,VIA ESSENTIAL,08L02Y,Etambutol; 500mg; Comprimidos,500mg,Etambutol
ESS_MEDS,VIA ESSENTIAL,04E11,Hormona foliculo-estimulante (; 75UI; Injectável,75UI,Hormona foliculo-estimulante (FSH)
ESS_MEDS,VIA ESSENTIAL,01F01,Amlodipina; 10mg; Comprimidos,10mg,Amlodipina
ESS_MEDS,VIA ESSENTIAL,09D02,Etoposido; 100mg/5mL; Injectável,100mg/5mL,Etoposido
ESS_MEDS,VIA ESSENTIAL,15C11,Crotamitona; 10%; Loção,10%,Crotamitona
ESS_MEDS,VIA ESSENTIAL,02E01,"Difenoxilato+Atropina; 2,5mg+0,025mg; Comprimidos","2,5mg+0,025mg",Difenoxilato+Atropina
ESS_MEDS,VIA ESSENTIAL,18A03,"Protoxido de Azoto N20; 0,2%; Gás","0,2%",Protoxido de Azoto N_0
ESS_MEDS,VIA ESSENTIAL,08B0YZ,Cefalexina; 250mg; Cápsulas,250mg,Cefalexina
ESS_MEDS,VIA ESSENTIAL,12D01,Acido Ascórbico (Vitamina C); 100mg; Comprimidos,100mg,Acido AscÑrbico (Vitamina C)
ESS_MEDS,VIA ESSENTIAL,25D01,Manual de procedimentos do Centro de Saude  Sem Dosagem Papel,Sem Dosagem,Manual de procedimentos do Centro de Saude
ESS_MEDS,VIA ESSENTIAL,09E03,Carboplatina; 50mg/5mL; Injectável,50mg/5mL,Carboplatina
ESS_MEDS,VIA ESSENTIAL,10A06Z,Hidroclortiazida; 25mg; Comprimidos,25mg,Hidroclortiazida
ESS_MEDS,VIA ESSENTIAL,09E02,L-asparaginase; 10 000UI; Injectável,10 000UI,L-asparaginase
ESS_MEDS,VIA ESSENTIAL,07L04,Metilfenidato Hidrocloreto; 10mg; Comprimidos,10mg,Metilfenidato Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,03A07Z,Prednisolona acetato; 100mg/2mL; Injectável,100mg/2mL,Prednisolona acetato
ESS_MEDS,VIA ESSENTIAL,09E13,Tretinoina; 10mg; Cápsulas,10mg,Tretinoina
ESS_MEDS,VIA ESSENTIAL,08M0ZY,Dapsona+Clofazimina+Rifampicin; 100+100+300mg; Comprimidos,100+100+300mg,Dapsona+Clofazimina+Rifampicina
ESS_MEDS,VIA ESSENTIAL,24A02Z,"Agulha Hipodermica 22G; 0,70x38mm; Embalagem","0,70x38mm",Agulha Hipodermica 22G
ESS_MEDS,VIA ESSENTIAL,08L12,Rifabutina; 150mg; Cápsulas,150mg,Rifabutina
ESS_MEDS,VIA ESSENTIAL,23B03,Algodao Ortopedico; 500mg; Rolo,500mg,Algodao Ortopedico
ESS_MEDS,VIA ESSENTIAL,08N01,Albendazol; 400mg; Comprimidos,400mg,Albendazol
ESS_MEDS,VIA ESSENTIAL,13A01,Adrenalina; 1mg/mL (1:1000); Injectável,1mg/mL (1:1000),Adrenalina
ESS_MEDS,VIA ESSENTIAL,15D0ZY,"Acido Salicilico; 0,2%; Pó","0,2%",Acido Salicilico
ESS_MEDS,VIA ESSENTIAL,08R02Z,Aciclovir; 400mg; Injectável,400mg,Aciclovir
ESS_MEDS,VIA ESSENTIAL,10A05,Furosemida pediatrica; 1mg/mL; Solução,1mg/mL,Furosemida pediatrica
ESS_MEDS,VIA ESSENTIAL,12B10Z,Albumina; 20% 100ml 20g; Injectável,20% 100ml 20g,Albumina
ESS_MEDS,VIA ESSENTIAL,20A0X,Clorohexidina  7.1% 25g gel,7.1% 25g,Clorohexidina
ESS_MEDS,VIA ESSENTIAL,04F0YZ,"Levonor+Etinilest(Neogynon); 0,25+0,05mg; Ciclo","0,25+0,05mg",Levonor+Etinilest(Neogynon)
ESS_MEDS,VIA ESSENTIAL,22A04,"Tuberculina purificada; 2UI/1,5mL; Injectável","2UI/1,5mL",Tuberculina purificada
ESS_MEDS,VIA ESSENTIAL,12A0ZX,"Plump' Nut (manteiga); 0,2%; Pó","0,2%",Plump' Nut (manteiga)
ESS_MEDS,VIA ESSENTIAL,05A13,Salmeterol; 25mcg/inalacao; Aerosol,25mcg/inalacao,Salmeterol
ESS_MEDS,VIA ESSENTIAL,02D05,"Ispaghula; 0,2%; Pó","0,2%",Ispaghula
ESS_MEDS,VIA ESSENTIAL,08K02,Cloranfenicol; 1g/10mL; Injectável,1g/10mL,Cloranfenicol
ESS_MEDS,VIA ESSENTIAL,07G03,Fluoxetina HCL; 20mg; Cápsulas,20mg,Fluoxetina HCL
ESS_MEDS,VIA ESSENTIAL,08D03,"Gentamicina, sulfato; 80mg/2mL-ampola; Injectável",80mg/2mL-ampola,"Gentamicina, sulfato"
ESS_MEDS,VIA ESSENTIAL,08L09,"Capreomicina,sulfato; 1 000 000UI(1g); Injectável",1 000 000UI(1g),"Capreomicina,sulfato"
ESS_MEDS,VIA ESSENTIAL,23A02Y,Adesivo Esparadrapo(Transpore); Transpore; Rolo 5cm X5m; Rolo,Transpore; Rolo 5cm X5m,Adesivo Esparadrapo(Transpore)
ESS_MEDS,VIA ESSENTIAL,26B02,KIT AL/APE (Artemeter+Lumefant; 75 Tratamentos+ 200 Tests; KIT,75 Tratamentos+ 200 Tests,KIT AL/APE (Artemeter+Lumefantrina)
ESS_MEDS,VIA ESSENTIAL,04G02,Doxazosina de accao prolongada; 4mg; Comprimidos,4mg,Doxazosina de accao prolongada
ESS_MEDS,VIA ESSENTIAL,04J03,Sildenafil; 50mg; Comprimidos,50mg,Sildenafil
ESS_MEDS,VIA ESSENTIAL,08G02,"Minociclina, hidrocloreto; 50mg; Cápsulas",50mg,"Minociclina, hidrocloreto"
ESS_MEDS,VIA ESSENTIAL,03A04,Prednisolona; 5mg; Comprimidos,5mg,Prednisolona
ESS_MEDS,VIA ESSENTIAL,03B03,Gliclazida; 80mg; Comprimidos,80mg,Gliclazida
ESS_MEDS,VIA ESSENTIAL,25B02Z,Livro de  Registo  Diario de  ARVs-Pediatrico Sem Dosagem Papel,Sem Dosagem,Livro de  Registo  Diario de  ARVs-Pediatrico
ESS_MEDS,VIA ESSENTIAL,14A04,Ibuprofeno; 100mg/5mL; Suspensão,100mg/5mL,Ibuprofeno
ESS_MEDS,VIA ESSENTIAL,18C10,Lidocaina+Adrenalina; 2%; Injectável,2%,Lidocaina+Adrenalina
ESS_MEDS,VIA ESSENTIAL,16D02,Acido tricloroacetico; 50%; Solução,50%,Acido tricloroacetico
ESS_MEDS,VIA ESSENTIAL,09H02,Mesna; 400mg; Comprimidos,400mg,Mesna
ESS_MEDS,VIA ESSENTIAL,09F01,Azatioprina; 25mg; Comprimidos,25mg,Azatioprina
ESS_MEDS,VIA ESSENTIAL,25B07,Mapa de  Resumo Mensal de Deposito AL Sem Dosagem Papel,Sem Dosagem,Mapa de  Resumo Mensal de Deposito AL
ESS_MEDS,VIA ESSENTIAL,21A14,Tiosulfato de sodio; 250mg/mL; Injectável,250mg/mL,Tiosulfato de sodio
ESS_MEDS,VIA ESSENTIAL,12B10,"Suplemento multivitamfnico par; 0,2% -Ampola; Injectável","0,2% -Ampola",Suplemento multivitamfnico parenteral
ESS_MEDS,VIA ESSENTIAL,16C07,"Triprolina e Pseudoefedrina; 1,25mg+30mg; Comprimidos","1,25mg+30mg",Triprolina e Pseudoefedrina
ESS_MEDS,VIA ESSENTIAL,11A20,"Polielectrolítico de restituiç; 0,2% (500ml); Injectável","0,2% (500ml)",PolielectrolÕtico de restituiÜo (H/S Darrol)
ESS_MEDS,VIA ESSENTIAL,12D17,Tiamina (Vitamina B1); 100mg/2mL; Injectável,100mg/2mL,Tiamina (Vitamina B1)
ESS_MEDS,VIA ESSENTIAL,11A02,Cloreto de potassio; 500mg; Comprimidos,500mg,Cloreto de potassio
ESS_MEDS,VIA ESSENTIAL,17C05Z,Gentamicina; SEM DOSAGEM; Gotas auriculares,Sem Dosagem,Gentamicina
ESS_MEDS,VIA ESSENTIAL,21A09,Ipecacuanha; 7g + 10mL; Xarope,7g + 10mL,Ipecacuanha
ESS_MEDS,VIA ESSENTIAL,02A03,Hidrox de magn+Aluminio; 665mg/5mL + 1200mg/5mL; Gel,665mg/5mL + 1200mg/5mL,Hidrox de magn+Aluminio
ESS_MEDS,VIA ESSENTIAL,14D01,Piridostigmina; 60mg; Comprimidos,60mg,Piridostigmina
ESS_MEDS,VIA ESSENTIAL,15D0ZW,"Iodo sublimado; 0,2%; Cristais","0,2%",Iodo sublimado
ESS_MEDS,VIA ESSENTIAL,08S07,Didanosina (DDI) libertacao le; 125mg 30Caps; Embalagem,125mg 30Caps,Didanosina (DDI) libertacao lenta
ESS_MEDS,VIA ESSENTIAL,15A05,"Oleo amendoas doces; 0,2%; Líquido","0,2%",Oleo amendoas doces
ESS_MEDS,VIA ESSENTIAL,07J12,Clozapina; 25mg; Comprimidos,25mg,Clozapina
ESS_MEDS,VIA ESSENTIAL,08L0ZZ,Rifamp+Isoniaz+Etam; 150+75+275mg; Comprimidos,150+75+275mg,Rifamp+Isoniaz+Etam
ESS_MEDS,VIA ESSENTIAL,04K06,"Glicina; 1,5%; Solução Aquosa","1,5%",Glicina
ESS_MEDS,VIA ESSENTIAL,18F03,"Fentanil; 0,5mg/10mL; Injectável","0,5mg/10mL",Fentanil
ESS_MEDS,VIA ESSENTIAL,04D07,"Estrogénios esquino conj+Medro; 0,635mg + 5mg; Ciclo","0,635mg + 5mg",Estrog_nios esquino conj+Medrogestona
ESS_MEDS,VIA ESSENTIAL,06A01,Acido Folico; 5mg; Comprimidos,5mg,Acido Folico
ESS_MEDS,VIA ESSENTIAL,12A06,Leite sem lactose; SEM DOSAGEM; Pó,Sem Dosagem,Leite sem lactose
ESS_MEDS,VIA ESSENTIAL,14A03,Ibuprofeno; 200mg; Comprimidos,200mg,Ibuprofeno
MMIA,MMIA,08S01ZZ,Abacavir (ABC)+Lamivudina (3TC; 60mg+30mg 60Comp; Embalagem,60mg+30mg Comp,Abacavir (ABC)+Lamivudina (3TC)
ESS_MEDS,VIA ESSENTIAL,12D10,"Multivitaminas; 0,2%; Comprimidos","0,2%",Multivitaminas
ESS_MEDS,VIA ESSENTIAL,23D12Z,Ligadura  Elastica; 70% (700mg/mL); Rolo,70% (700mg/mL),Ligadura  Elastica
ESS_MEDS,VIA ESSENTIAL,25D04,Manual de procedimentos do Deposito Provincial de Medicamentos Sem Dosagem Papel,Sem Dosagem,Manual de procedimentos do Deposito Provincial de Medicamentos
ESS_MEDS,VIA ESSENTIAL,08Q07,Nistatina; 100 000UI/ml; Suspensão,100 000UI/ml,Nistatina
ESS_MEDS,VIA ESSENTIAL,26B03,Saquinhos para reembalagem de ; 8cmx6cm; Embalagem,8cmx6cm,Saquinhos para reembalagem de medicamentos
ESS_MEDS,VIA ESSENTIAL,03B0ZY,Insulina accao retardada (Ultr; 100UI/mL; Injectável,100UI/mL,Insulina accao retardada (Ultratard)
ESS_MEDS,VIA ESSENTIAL,05A06,Cromoglicato de sodio; 5mg/Inalacao; Aerosol,5mg/Inalacao,Cromoglicato de sodio
ESS_MEDS,VIA ESSENTIAL,04E08,Tamoxifeno citrato; 20mg; Comprimidos,20mg,Tamoxifeno citrato
ESS_MEDS,VIA ESSENTIAL,11A1Y,Lactato de sódio inj (5%); 5%; Injectável,5%,Lactato de sÑdio inj (5%)
ESS_MEDS,VIA ESSENTIAL,15D0ZX,Oleo de Cade; 2% 20mg/mL; Pomada,2% 20mg/mL,Oleo de Cade
ESS_MEDS,VIA ESSENTIAL,24D05,"Cateter periferico c/ agulha, valvula de injeccao e abas 22G, Radiopaco unidade Embalagem",unidade,"Cateter periferico c/ agulha, valvula de injeccao e abas 22G, Radiopaco"
ESS_MEDS,VIA ESSENTIAL,02A07,Ranitidina; 50mg/2mL; Injectável,50mg/2mL,Ranitidina
ESS_MEDS,VIA ESSENTIAL,07D01Z,Carbamazepina; 400mg; Comprimidos,400mg,Carbamazepina
ESS_MEDS,VIA ESSENTIAL,08L02Z,Etambutol 100mg Comp,100mg,Etambutol
ESS_MEDS,VIA ESSENTIAL,08N0YZ,Metrifonato; 100mg; Comprimidos,100mg,Metrifonato
ESS_MEDS,VIA ESSENTIAL,23C03,Gaze Hidrofila ; 90 cm x 100 m; Rolo,90 cm x 100 m,Gaze Hidrofila
ESS_MEDS,VIA ESSENTIAL,15A08,Oxido de zinco + Oleo de amêdoas doces; 50g + 50g; Suspensão,50g + 50g,Oxido de zinco + Oleo de amdoas doces
ESS_MEDS,VIA ESSENTIAL,03B06,Rosiglitazona; 1mg; Comprimidos,1mg,Rosiglitazona
ESS_MEDS,VIA ESSENTIAL,26B01,KIT AL/US (Artemeter+Lumefantr; 170 Tratamentos+ 400 Testes; KIT,170 Tratamentos+ 400 Testes,KIT AL/US (Artemeter+Lumefantrina)
ESS_MEDS,VIA ESSENTIAL,17C08,"Tobramicina sulfato; 0,3%; Colírio","0,3%",Tobramicina sulfato
ESS_MEDS,VIA ESSENTIAL,08A02,Fenoximetilpenicilina; 250mg/5mL; Suspensão,250mg/5mL,Fenoximetilpenicilina
ESS_MEDS,VIA ESSENTIAL,08O0ZZ,Trimetoprim; 100mg; Comprimidos,100mg,Trimetoprim
ESS_MEDS,VIA ESSENTIAL,15A0ZY,Oxido de Zinco pom (10%); 2% (20mg/mL); Pomada,2% (20mg/mL),Oxido de Zinco pom (10%)
ESS_MEDS,VIA ESSENTIAL,15E0Z,"Tretinoina; 0,05%; Pomada","0,05%",Tretinoina
ESS_MEDS,VIA ESSENTIAL,04F0YW,"Norgestrel+Ethinylestradiol; 0,3mg + 0,003mg; Ciclo","0,3mg + 0,003mg",Norgestrel+Ethinylestradiol
ESS_MEDS,VIA ESSENTIAL,08L07Z,Rifampicina+Isoniazida; 60mg+30mg; Comprimidos,60mg+30mg,Rifampicina+Isoniazida
ESS_MEDS,VIA ESSENTIAL,06A0YZ,Acido Folico+Vit B12; 1mg+25mcg; Cápsulas,1mg+25mcg,Acido Folico+Vit B12
ESS_MEDS,VIA ESSENTIAL,08R03,"Ganciclovir, sal sódico; 250mg; Cápsulas",250mg,"Ganciclovir, sal sÑdico"
ESS_MEDS,VIA ESSENTIAL,02D04Z,Glicerina adulto; 4g; Supositório,4g,Glicerina adulto
ESS_MEDS,VIA ESSENTIAL,18F02X,Efedrina; 30mg/mL; Injectável,30mg/mL,Efedrina
ESS_MEDS,VIA ESSENTIAL,13A09,Prometazina exilir  5mg /5mL F; 5mg/5mL; Elixir,5mg/5mL,Prometazina exilir  5mg /5mL Fr.100 mL
ESS_MEDS,VIA ESSENTIAL,07G02,Amitriptilina; 25mg; Comprimidos,25mg,Amitriptilina
ESS_MEDS,VIA ESSENTIAL,04G03,Doxazosina de accao prolongada; 8mg; Comprimidos,8mg,Doxazosina de accao prolongada
ESS_MEDS,VIA ESSENTIAL,11A11,"Gelatina polimerizada; 17,5 g/500mL; Injectável","17,5 g/500mL",Gelatina polimerizada
MMIA,MMIA,08S42B,Zidovudina/Lamivudina/Nevirapi; 60mg+30mg+50mg 60 Comprimidos; Embalagem,60mg+30mg+50mg Comprimidos,Zidovudina/Lamivudina/Nevirapina
ESS_MEDS,VIA ESSENTIAL,08Q05,Griseofulvina; 500mg; Comprimidos,500mg,Griseofulvina
ESS_MEDS,VIA ESSENTIAL,17C04,Cloranfenicol; 1%; Pomada oftálmica,1%,Cloranfenicol
ESS_MEDS,VIA ESSENTIAL,08A0YZ,Amoxicilina; 125mg/5mL; Suspensão,125mg/5mL,Amoxicilina
ESS_MEDS,VIA ESSENTIAL,08S04,Didanosina (DDI); 100mg; Embalagem,100mg,Didanosina (DDI)
ESS_MEDS,VIA ESSENTIAL,23C04,Gaze Oftalmologica; 58x82mm; Compressa,58x82mm,Gaze Oftalmologica
ESS_MEDS,VIA ESSENTIAL,07A02,Acido acetilsalicilico (Aspiri; 500mg; Comprimidos,500mg,Acido acetilsalicilico (Aspirina)
ESS_MEDS,VIA ESSENTIAL,08I02,Cotrimoxazol (Sulfametazol+Tri; 480mg/5mL; Injectável,480mg/5mL,Cotrimoxazol (Sulfametazol+Trimetoprim)
ESS_MEDS,VIA ESSENTIAL,01F01Z,Amlodipina besilato; 5mg; Comprimidos,5mg,Amlodipina besilato
ESS_MEDS,VIA ESSENTIAL,19A01,Imunoglobulina humana anti-D; 300 mcg/mL; Injectável,300 mcg/mL,Imunoglobulina humana anti-D
ESS_MEDS,VIA ESSENTIAL,08Q06Z,Ketoconazol; 200mg/5mL; Xarope,200mg/5mL,Ketoconazol
ESS_MEDS,VIA ESSENTIAL,06F07,"Fitomenadiona (Vit K1); 2mg/0,2mL; Injectável","2mg/0,2mL",Fitomenadiona (Vit K1)
ESS_MEDS,VIA ESSENTIAL,19A01Z,"Imunoglobulina humana normal; 16,5%; Injectável","16,5%",Imunoglobulina humana normal
ESS_MEDS,VIA ESSENTIAL,16A05,"Framicet+Gramici+Dexamet; (5+0,05+0,5)mg; Gotas auriculares","(5+0,05+0,5)mg",Framicet+Gramici+Dexamet
ESS_MEDS,VIA ESSENTIAL,01G01Z,Mononitrato de isossorbido; 40mg; Comprimidos,40mg,Mononitrato de isossorbido
ESS_MEDS,VIA ESSENTIAL,24A01,"Agulha Hipodermica ; 0,55x25mm; Embalagem","0,55x25mm",Agulha Hipodermica
ESS_MEDS,VIA ESSENTIAL,15B03Z,"Betametasona dipropionato  ; 0,05%; Pomada","0,05%",Betametasona dipropionato
ESS_MEDS,VIA ESSENTIAL,18B02,Ketamina Hidrocloreto; 500mg/10mL; Injectável,500mg/10mL,Ketamina Hidrocloreto
ESS_MEDS,VIA ESSENTIAL,15A09,Oxido de zinco+Talco+Glicerina; 15g + 15g + 5g; Suspensão,15g + 15g + 5g,Oxido de zinco+Talco+Glicerina
ESS_MEDS,VIA ESSENTIAL,04B07,Sulfato de magnesio; 100mg/mL (10%; Injectável,100mg/mL (10%,Sulfato de magnesio
ESS_MEDS,VIA ESSENTIAL,20A03,Alcool; 90% (900mg/mL); Líquido,90% (900mg/mL),Alcool
ESS_MEDS,VIA ESSENTIAL,17B04Z,"Tropicamida; 0,5%; Colírio","0,5%",Tropicamida
ESS_MEDS,VIA ESSENTIAL,12B0XZ,"Mistura Intraven para nutritao; 0,2%; Injectável","0,2%",Mistura Intraven para nutritao parent (1900Kcal)
MMIA,MMIA,08S22,Nevirapina (NVP); 200mg 60Comp; Embalagem,200mg Comp,Nevirapina (NVP)
ESS_MEDS,VIA ESSENTIAL,08D02,Amikacina sulfato; 100mg/2mL-ampola; Injectável,100mg/2mL-ampola,Amikacina sulfato
ESS_MEDS,VIA ESSENTIAL,07L02,Betanecol; 10mg; Comprimidos,10mg,Betanecol
ESS_MEDS,VIA ESSENTIAL,19B10,"Vacina Triplice (D.P.T.); 0,2%; Injectável","0,2%",Vacina Triplice (D.P.T.)
ESS_MEDS,VIA ESSENTIAL,08O15Y,"Artesunato+Amodiaquina; 25mg+67,5mg; Comprimidos","25mg+67,5mg",Artesunato+Amodiaquina
ESS_MEDS,VIA ESSENTIAL,08H07,Levofloxacina; 250mg; Comprimidos,250mg,Levofloxacina
ESS_MEDS,VIA ESSENTIAL,08I01,Cotrimoxazol (Sulfametazol+Tri; 480mg; Comprimidos,480mg,Cotrimoxazol (Sulfametazol+Trimetoprim)
ESS_MEDS,VIA ESSENTIAL,08E03,Clindamicina; 75mg/5mL; Solução,75mg/5mL,Clindamicina
ESS_MEDS,VIA ESSENTIAL,15C03,Acido benzóico+Acido salicílic; 6+ 3g; Pomada,6+ 3g,Acido benzÑico+Acido salicÕlico
ESS_MEDS,VIA ESSENTIAL,03D02,Iodo+Iodeto de Potassio(Lugol); 5% + 10%; Solução,5% + 10%,Iodo+Iodeto de Potassio(Lugol)
ESS_MEDS,VIA ESSENTIAL,15B08,"Clobetasol propionato; 0,05%; Créme","0,05%",Clobetasol propionato
ESS_MEDS,VIA ESSENTIAL,09B02,"Dactinomicina (Actinomicina D); 0,5mg; Injectável","0,5mg",Dactinomicina (Actinomicina D)
MMIA,MMIA,08S36,Estavudina/Lamivudina/Nevirapi; 200mg+150mg+30mg 60Comp; Embalagem,200mg+150mg+30mg 60Comp,Estavudina/Lamivudina/Nevirapina
ESS_MEDS,VIA ESSENTIAL,13A02,Clorfeniramina; 4mg; Comprimidos,4mg,Clorfeniramina
ESS_MEDS,VIA ESSENTIAL,08F07Z,Eritromicina; 1g; Injectável,1g,Eritromicina
ESS_MEDS,VIA ESSENTIAL,08K08,Nitrofurantoína; 50mg; Comprimidos,50mg,NitrofurantoÕna
ESS_MEDS,VIA ESSENTIAL,12D14,Piridoxina (Vitamina B6); 50mg; Comprimidos,50mg,Piridoxina (Vitamina B6)
ESS_MEDS,VIA ESSENTIAL,11A06,"Cloreto de sodio 100 mL 0,9% Inj","100 mL 0,9%",Cloreto de sodio
ESS_MEDS,VIA ESSENTIAL,01C0XZ,"Indapamida; 2,5mg; Comprimidos","2,5mg",Indapamida
ESS_MEDS,VIA ESSENTIAL,07J08,Tiapride; 100mg; Comprimidos,100mg,Tiapride
ESS_MEDS,VIA ESSENTIAL,17D01Z,"Dexametasona; 0,1%; Colírio","0,1%",Dexametasona
ESS_MEDS,VIA ESSENTIAL,01A01,"Digoxina 0,25mg Comp","0,25mg",Digoxina
ESS_MEDS,VIA ESSENTIAL,07D05,Fenitoina; 250mg/5mL; Injectável,250mg/5mL,Fenitoina
ESS_MEDS,VIA ESSENTIAL,03A02,"Fludrocortisona acetato; 0,1mg; Comprimidos","0,1mg",Fludrocortisona acetato
ESS_MEDS,VIA ESSENTIAL,06A07Y,"Sulfato Ferroso + Acido Folico; 60mg+0,4mg; Comprimidos","60mg+0,4mg",Sulfato Ferroso + Acido Folico
ESS_MEDS,VIA ESSENTIAL,04F10,Nonoxinol; 2%; Gel,2%,Nonoxinol
ESS_MEDS,VIA ESSENTIAL,23C02,Gaze Gordurosa ; 20cm X 20cm; Compressa,20cm X 20cm,Gaze Gordurosa
ESS_MEDS,VIA ESSENTIAL,23A03,"Adesivo Elastico; 5cmx2,5m; Rolo","5cmx2,5m",Adesivo Elastico
ESS_MEDS,VIA ESSENTIAL,08K07,Metronidazol; 200mg/2mL; Suspensão,200mg/2mL,Metronidazol
ESS_MEDS,VIA ESSENTIAL,08K06,Metronidazol; 1g; Supositório,1g,Metronidazol
ESS_MEDS,VIA ESSENTIAL,03B06X,Rosiglitazona; 2mg; Comprimidos,2mg,Rosiglitazona
ESS_MEDS,VIA ESSENTIAL,08B05,Cefixima; 100mg/5mL; Suspensão,100mg/5mL,Cefixima
ESS_MEDS,VIA ESSENTIAL,08F01,Azitromicina; 500mg; Comprimidos,500mg,Azitromicina
ESS_MEDS,VIA ESSENTIAL,08B06Z,Cefotaxime de sodio; 1g; Injectável,1g,Cefotaxime de sodio
ESS_MEDS,VIA ESSENTIAL,18A05,Oxigenio Medicinal 100% v/v Gas,100% v/v,Oxigenio Medicinal
ESS_MEDS,VIA ESSENTIAL,08F03,Claritromicina; 250mg; Comprimidos,250mg,Claritromicina
ESS_MEDS,VIA ESSENTIAL,08F08,Eritromicina; 250mg/5mL; Suspensão,250mg/5mL,Eritromicina
ESS_MEDS,VIA ESSENTIAL,08L11,Etionamida; 250mg; Comprimidos,250mg,Etionamida
ESS_MEDS,VIA ESSENTIAL,05B02,Bromidrato de Dextrometorfano; 27mg/15ml; Xarope,27mg/15ml,Bromidrato de Dextrometorfano
ESS_MEDS,VIA ESSENTIAL,15B19,"Mometasona furoato; 0,1%; Créme","0,1%",Mometasona furoato
ESS_MEDS,VIA ESSENTIAL,12B04,Glicose; 20ml 30%; Injectável,20ml 30%,Glicose
ESS_MEDS,VIA ESSENTIAL,01I01,Irbesartam; 150mg; Comprimidos,150mg,Irbesartam
ESS_MEDS,VIA ESSENTIAL,24A02,"Agulha Hipodermica ; 0,70x38mm; Embalagem","0,70x38mm",Agulha Hipodermica
ESS_MEDS,VIA ESSENTIAL,04F0ZY,"Etinilestradiol; 0,05mg 50mcg; Comprimidos","0,05mg 50mcg",Etinilestradiol
MMIA,MMIA,08S40,Zidovudina/Lamivudina; 300mg+150mg 60Comp; Embalagem,"300mg+150mg,Comp",Zidovudina/Lamivudina
ESS_MEDS,VIA ESSENTIAL,08K04X,Metronidazol; 500mg; Comprimidos,500mg,Metronidazol
ESS_MEDS,VIA ESSENTIAL,23E01,Vaselina solida esterilizada; 500g; Pomada,500g,Vaselina solida esterilizada
ESS_MEDS,VIA ESSENTIAL,11A21,"Polistireno sulfonato de Sódio; 0,2% (454g); Pó","0,2% (454g)",Polistireno sulfonato de SÑdio
ESS_MEDS,VIA ESSENTIAL,15C12,Enxofre+Acido salicílico; 3g + 3g; Pomada,3g + 3g,Enxofre+Acido salicÕlico
ESS_MEDS,VIA ESSENTIAL,24B10,Seringa 100 ml  ; SEM DOSAGEM; Embalagem,Sem Dosagem,Seringa 100 ml
ESS_MEDS,VIA ESSENTIAL,08Q0ZX,Fluconazol; 200mg; Cápsulas,200mg,Fluconazol
ESS_MEDS,VIA ESSENTIAL,11A01Z,"Bicarbonato de sodio; 4,2%; Injectável","4,2%",Bicarbonato de sodio
ESS_MEDS,VIA ESSENTIAL,02A03Z,Hidrox de Alumin+Magn; 405mg+100mg/mL; Suspensão,405mg+100mg/mL,Hidrox de Alumin+Magn
ESS_MEDS,VIA ESSENTIAL,06F08,Fitomenadiona (Vit K1); 10mg/mL; Injectável,10mg/mL,Fitomenadiona (Vit K1)
ESS_MEDS,VIA ESSENTIAL,15E03,"Tretinoina; 0,025%; Créme","0,025%",Tretinoina
ESS_MEDS,VIA ESSENTIAL,12A11,"Dietapolimerica  hiperproteica; 0,2%; Solução","0,2%",Dietapolimerica  hiperproteica e hipercalorica
